Date,Product,Category,Region,Sales,Price,Discount,Promotion,Stock_Available
2023-06-14,Headphones,Electronics,Jaipur,450,15658,20,Yes,4214
2024-06-28,Headphones,Electronics,Mumbai,557,46171,5,Yes,4669
2023-02-17,Backpack,Accessories,Bangalore,465,67999,10,No,2803
2024-05-29,Jacket,Fashion,Chennai,93,28467,10,No,1051
2024-12-10,Rice,Grocery,Jaipur,797,39424,25,Yes,724
2023-07-27,T-Shirt,Fashion,Delhi,388,14930,10,No,3707
2024-02-27,Backpack,Accessories,Pune,410,24757,30,Yes,3389
2024-02-16,Backpack,Accessories,Delhi,228,64297,15,Yes,2510
2023-03-24,Headphones,Electronics,Jaipur,391,61395,30,Yes,3014
2024-11-22,Laptop,Electronics,Kolkata,670,8162,30,Yes,4222
2023-05-22,Biscuits,Grocery,Jaipur,571,3762,30,No,1293
2024-10-24,Jeans,Fashion,Mumbai,570,67685,10,No,2982
2024-01-03,Shoes,Fashion,Kolkata,397,26288,0,Yes,3704
2023-11-24,Backpack,Accessories,Jaipur,690,42673,5,Yes,4844
2024-09-17,Wheat,Grocery,Jaipur,497,8747,10,No,1984
2023-08-30,Shoes,Fashion,Jaipur,295,24871,10,No,140
2024-02-29,Milk,Grocery,Chennai,284,25128,5,Yes,2874
2023-04-05,Jeans,Fashion,Jaipur,454,17695,20,Yes,1954
2024-02-13,Smart Watch,Electronics,Chennai,843,22897,30,Yes,2531
2023-11-08,Biscuits,Grocery,Chennai,739,44364,10,No,728
2024-09-03,Jacket,Fashion,Kolkata,296,8655,30,No,437
2024-04-13,Laptop,Electronics,Delhi,579,73050,20,Yes,540
2023-05-19,Laptop,Electronics,Chennai,617,31612,15,No,3166
2024-11-28,Milk,Grocery,Lucknow,511,18543,10,No,329
2024-01-02,Mobile,Electronics,Chennai,801,46440,0,No,1728
2023-08-02,Jeans,Fashion,Mumbai,583,12005,0,Yes,3634
2024-03-11,Tablet,Electronics,Chennai,532,76511,0,Yes,624
2023-12-01,Rice,Grocery,Mumbai,443,78754,25,Yes,816
2023-08-22,Laptop,Electronics,Bangalore,679,42543,30,No,1730
2024-01-12,Jeans,Fashion,Jaipur,394,75597,5,Yes,1071
2023-01-08,T-Shirt,Fashion,Lucknow,503,32785,5,Yes,4279
2023-09-27,Backpack,Accessories,Bangalore,90,27190,0,No,3562
2024-12-06,Biscuits,Grocery,Hyderabad,598,74112,25,No,1195
2024-01-01,Backpack,Accessories,Mumbai,207,7266,30,No,4987
2023-06-13,Laptop,Electronics,Bangalore,645,60560,10,Yes,2423
2024-05-19,Milk,Grocery,Kolkata,577,13596,0,Yes,1110
2024-05-15,Shoes,Fashion,Mumbai,498,68499,10,No,1271
2024-07-08,Backpack,Accessories,Mumbai,518,39090,30,Yes,670
2024-01-28,Jacket,Fashion,Kolkata,372,58689,20,No,2560
2024-12-25,Laptop,Electronics,Delhi,702,42828,15,No,813
2023-11-24,Backpack,Accessories,Bangalore,285,42790,25,No,3571
2023-04-20,Shoes,Fashion,Pune,369,20267,10,Yes,2180
2024-07-26,Tablet,Electronics,Mumbai,826,6767,25,Yes,1743
2023-05-04,Oil,Grocery,Mumbai,412,62998,0,Yes,1605
2023-12-08,Headphones,Electronics,Jaipur,700,35146,25,No,4637
2023-08-26,Oil,Grocery,Mumbai,310,4546,5,No,3841
2023-10-17,Oil,Grocery,Bangalore,526,24103,10,Yes,3576
2024-03-05,Wheat,Grocery,Ahmedabad,558,47420,0,Yes,3647
2024-06-12,Headphones,Electronics,Jaipur,221,16437,20,No,3868
2023-03-28,Milk,Grocery,Jaipur,408,68892,25,No,1219
2024-11-20,Backpack,Accessories,Kolkata,727,51380,25,Yes,2857
2023-01-31,Laptop,Electronics,Chennai,441,1040,25,Yes,3692
2024-12-15,Tablet,Electronics,Chennai,824,23536,25,Yes,1692
2023-10-04,Wheat,Grocery,Pune,506,45378,15,Yes,3070
2024-10-19,T-Shirt,Fashion,Kolkata,596,49632,30,No,2809
2024-01-10,Laptop,Electronics,Mumbai,478,5995,5,Yes,1040
2024-01-24,Laptop,Electronics,Bangalore,596,20629,25,Yes,1356
2023-02-26,Headphones,Electronics,Lucknow,620,9192,30,No,2288
2023-10-01,Milk,Grocery,Lucknow,463,34320,20,No,2357
2023-03-06,Biscuits,Grocery,Delhi,279,32296,25,No,677
2024-02-08,Shoes,Fashion,Mumbai,188,15127,15,Yes,4577
2023-06-22,Oil,Grocery,Jaipur,476,515,0,Yes,4629
2024-04-27,Jacket,Fashion,Delhi,338,33514,10,Yes,4818
2024-02-15,Jacket,Fashion,Jaipur,74,55826,30,No,4126
2023-03-16,Wheat,Grocery,Hyderabad,594,2790,5,Yes,4366
2024-10-13,Oil,Grocery,Ahmedabad,834,22237,15,Yes,4172
2024-03-26,Milk,Grocery,Jaipur,366,72159,10,Yes,3982
2023-09-30,Jacket,Fashion,Lucknow,638,48129,15,Yes,2168
2024-06-06,Oil,Grocery,Bangalore,350,21336,10,Yes,4364
2024-08-23,T-Shirt,Fashion,Delhi,154,33591,15,No,3238
2024-08-27,Jacket,Fashion,Lucknow,142,65351,30,No,1430
2024-06-23,Mobile,Electronics,Bangalore,383,5129,30,Yes,4958
2024-05-09,Smart Watch,Electronics,Mumbai,629,10027,30,Yes,2330
2023-03-13,Oil,Grocery,Kolkata,685,58694,10,Yes,2561
2023-02-14,Shoes,Fashion,Bangalore,418,36226,25,Yes,210
2023-01-25,Laptop,Electronics,Ahmedabad,583,25247,20,Yes,3212
2023-06-06,Headphones,Electronics,Pune,458,24317,20,Yes,1252
2023-08-09,Jacket,Fashion,Mumbai,59,18636,25,No,1865
2024-10-17,Milk,Grocery,Lucknow,548,1345,15,No,2532
2024-11-12,Milk,Grocery,Mumbai,574,50110,25,Yes,2483
2023-12-12,Wheat,Grocery,Hyderabad,432,71665,0,No,3653
2023-01-30,T-Shirt,Fashion,Ahmedabad,156,54438,30,No,2613
2023-11-09,Laptop,Electronics,Lucknow,695,7785,20,No,2636
2023-12-24,Rice,Grocery,Lucknow,927,16075,0,Yes,2200
2023-07-26,Milk,Grocery,Bangalore,486,37371,0,Yes,4591
2024-04-28,Jeans,Fashion,Kolkata,162,17925,0,No,2835
2024-04-30,Jacket,Fashion,Bangalore,156,76828,25,No,4704
2023-04-04,Wheat,Grocery,Mumbai,438,38780,20,No,1527
2023-05-08,Rice,Grocery,Bangalore,453,30977,25,Yes,141
2024-08-12,Laptop,Electronics,Mumbai,644,78565,20,Yes,1040
2024-07-14,Biscuits,Grocery,Chennai,351,45007,20,Yes,4188
2023-04-11,Mobile,Electronics,Ahmedabad,501,33677,5,No,1932
2023-12-23,Shoes,Fashion,Mumbai,332,62476,25,No,2249
2023-12-05,T-Shirt,Fashion,Delhi,435,61422,20,Yes,2129
2024-01-29,Mobile,Electronics,Bangalore,587,60266,5,No,427
2023-09-15,Shoes,Fashion,Jaipur,299,57379,15,Yes,4939
2024-12-29,Tablet,Electronics,Kolkata,854,65460,30,No,698
2024-01-24,Tablet,Electronics,Delhi,432,22552,0,Yes,2722
2023-12-14,Milk,Grocery,Pune,411,14572,5,No,4613
2024-11-29,Laptop,Electronics,Chennai,915,48875,10,Yes,126
2023-02-24,Headphones,Electronics,Delhi,774,52917,5,No,2809
2024-07-03,Milk,Grocery,Ahmedabad,373,63202,5,Yes,4851
2023-04-09,Tablet,Electronics,Pune,497,5697,10,Yes,2485
2024-12-02,Tablet,Electronics,Ahmedabad,584,67881,20,No,3808
2023-09-10,T-Shirt,Fashion,Hyderabad,597,17657,5,Yes,4924
2024-09-15,T-Shirt,Fashion,Ahmedabad,192,47558,0,No,3361
2023-05-31,Oil,Grocery,Delhi,441,6016,15,No,4571
2024-05-02,Oil,Grocery,Mumbai,267,29743,0,No,2767
2024-08-16,Headphones,Electronics,Jaipur,289,46185,20,No,4292
2024-10-31,Jacket,Fashion,Mumbai,478,35599,15,No,1114
2024-02-02,Headphones,Electronics,Jaipur,515,41357,5,No,1436
2024-09-01,Mobile,Electronics,Lucknow,659,56297,10,Yes,2734
2024-08-24,Biscuits,Grocery,Hyderabad,362,29536,20,No,2219
2024-06-19,Biscuits,Grocery,Pune,406,54879,5,Yes,3138
2023-05-26,T-Shirt,Fashion,Bangalore,460,12192,15,Yes,4554
2023-04-01,Biscuits,Grocery,Ahmedabad,498,33249,5,Yes,4266
2024-09-04,Jacket,Fashion,Mumbai,518,45288,10,Yes,4241
2024-01-12,Jeans,Fashion,Ahmedabad,423,6140,10,Yes,3237
2024-02-12,Rice,Grocery,Bangalore,365,79764,0,No,250
2023-04-23,Laptop,Electronics,Pune,536,52438,30,No,3431
2024-05-10,Headphones,Electronics,Lucknow,582,50106,10,No,3400
2023-06-04,Rice,Grocery,Bangalore,399,77346,20,Yes,3722
2024-06-04,Rice,Grocery,Kolkata,543,11004,20,Yes,533
2024-09-21,Mobile,Electronics,Lucknow,581,60349,5,No,2607
2023-08-05,Jeans,Fashion,Lucknow,108,63471,10,No,2855
2023-08-15,Laptop,Electronics,Bangalore,615,12987,10,Yes,1951
2023-01-07,Oil,Grocery,Jaipur,387,61833,20,No,2306
2024-11-18,Mobile,Electronics,Bangalore,1099,40709,0,Yes,1233
2023-12-23,Oil,Grocery,Ahmedabad,641,549,0,Yes,3691
2024-09-29,Rice,Grocery,Kolkata,341,47621,25,No,3763
2024-02-09,Jacket,Fashion,Chennai,306,20936,0,No,1422
2024-07-10,Shoes,Fashion,Jaipur,295,35957,10,Yes,2804
2023-12-13,Smart Watch,Electronics,Lucknow,695,36888,20,No,4137
2024-04-26,Jeans,Fashion,Bangalore,206,68324,5,No,1333
2023-10-18,Backpack,Accessories,Bangalore,575,36351,15,No,1028
2023-12-31,Mobile,Electronics,Delhi,888,77965,0,No,2585
2024-04-08,Smart Watch,Electronics,Jaipur,743,66049,10,No,3096
2024-12-28,Tablet,Electronics,Jaipur,466,31579,30,No,4338
2023-06-22,Jeans,Fashion,Jaipur,398,65423,10,Yes,1526
2024-11-23,Jeans,Fashion,Lucknow,255,72192,0,No,3943
2023-05-08,Jacket,Fashion,Kolkata,234,31558,10,No,4328
2024-06-09,Jacket,Fashion,Mumbai,120,72341,0,No,268
2023-04-06,Wheat,Grocery,Ahmedabad,556,23102,5,Yes,4318
2023-04-21,Shoes,Fashion,Hyderabad,562,56038,10,Yes,1099
2023-12-25,Jeans,Fashion,Mumbai,560,25532,0,No,3216
2023-01-11,Laptop,Electronics,Mumbai,480,73999,25,No,1428
2024-03-31,Wheat,Grocery,Ahmedabad,480,46891,5,No,4439
2024-10-12,Mobile,Electronics,Kolkata,634,77847,0,Yes,4161
2023-03-13,Backpack,Accessories,Jaipur,295,63155,15,Yes,107
2023-02-27,Rice,Grocery,Pune,767,43721,15,Yes,2087
2024-10-20,Jacket,Fashion,Mumbai,456,34334,25,Yes,4603
2024-12-06,T-Shirt,Fashion,Delhi,643,47689,10,Yes,1125
2023-12-01,Milk,Grocery,Delhi,897,55266,10,No,175
2024-01-04,Laptop,Electronics,Ahmedabad,845,30059,0,Yes,4188
2024-03-01,Shoes,Fashion,Kolkata,142,14964,15,No,1508
2024-09-05,Jeans,Fashion,Hyderabad,57,78667,5,No,2526
2023-07-11,Laptop,Electronics,Hyderabad,651,2573,30,Yes,2465
2023-09-22,Shoes,Fashion,Hyderabad,373,1913,30,No,878
2023-07-19,Headphones,Electronics,Hyderabad,607,8042,30,Yes,279
2023-08-20,T-Shirt,Fashion,Delhi,286,13796,25,Yes,1268
2023-07-02,Biscuits,Grocery,Lucknow,145,46935,25,No,2548
2024-11-11,Smart Watch,Electronics,Lucknow,675,5767,5,No,1071
2024-10-08,Wheat,Grocery,Jaipur,658,105,10,No,711
2023-01-07,Biscuits,Grocery,Hyderabad,210,44220,0,No,2454
2024-01-01,Headphones,Electronics,Pune,302,21168,20,No,3762
2024-01-02,Shoes,Fashion,Delhi,367,57660,30,No,2879
2024-05-13,Headphones,Electronics,Pune,672,41509,15,Yes,1528
2023-05-30,Headphones,Electronics,Chennai,614,56015,15,Yes,4540
2024-01-21,Oil,Grocery,Chennai,345,42111,10,No,3194
2024-12-13,Tablet,Electronics,Pune,598,61555,10,No,1803
2024-06-07,Wheat,Grocery,Hyderabad,305,56685,20,No,615
2024-02-18,Laptop,Electronics,Ahmedabad,523,36802,5,No,808
2023-12-16,Wheat,Grocery,Lucknow,630,33715,10,Yes,3692
2023-08-20,Rice,Grocery,Kolkata,332,3465,10,No,4337
2023-05-28,Rice,Grocery,Pune,542,133,0,No,764
2023-01-14,T-Shirt,Fashion,Ahmedabad,135,18353,15,No,367
2024-01-20,Backpack,Accessories,Ahmedabad,355,19515,25,No,345
2023-07-15,Shoes,Fashion,Ahmedabad,407,19162,10,No,4934
2023-06-18,Jacket,Fashion,Jaipur,356,43679,10,Yes,2002
2024-03-04,Mobile,Electronics,Bangalore,319,67315,20,No,3377
2024-02-13,Biscuits,Grocery,Ahmedabad,218,21305,30,No,4272
2024-11-20,T-Shirt,Fashion,Chennai,593,72568,5,Yes,4839
2023-07-17,Smart Watch,Electronics,Kolkata,417,25431,10,No,2405
2024-10-27,Backpack,Accessories,Mumbai,287,77433,0,Yes,1036
2023-03-18,Oil,Grocery,Delhi,330,40570,5,Yes,125
2024-01-07,Jacket,Fashion,Kolkata,612,14177,15,Yes,1959
2023-01-26,Smart Watch,Electronics,Delhi,640,61763,15,Yes,4451
2024-09-28,Shoes,Fashion,Kolkata,331,25332,0,No,347
2024-05-29,Jeans,Fashion,Jaipur,166,7072,30,No,4472
2023-12-14,Jacket,Fashion,Jaipur,622,2394,25,Yes,1329
2024-12-07,Shoes,Fashion,Lucknow,638,62934,10,No,2000
2023-09-27,Jacket,Fashion,Pune,388,56512,30,Yes,2002
2024-03-20,Backpack,Accessories,Chennai,370,63136,10,No,827
2024-10-13,Tablet,Electronics,Delhi,875,65588,30,No,382
2024-03-23,Oil,Grocery,Delhi,568,21059,5,No,4958
2024-09-26,Milk,Grocery,Hyderabad,483,35642,25,Yes,3297
2023-07-10,Oil,Grocery,Delhi,489,9074,5,No,2519
2023-07-11,Backpack,Accessories,Bangalore,444,55676,0,No,4762
2023-03-04,Headphones,Electronics,Pune,506,19995,20,No,750
2024-12-15,Headphones,Electronics,Ahmedabad,512,728,20,Yes,2662
2024-06-28,Shoes,Fashion,Bangalore,420,51836,30,Yes,2090
2023-07-28,Biscuits,Grocery,Kolkata,491,67855,5,Yes,4388
2023-05-01,Tablet,Electronics,Ahmedabad,317,72777,5,No,1530
2024-11-07,Rice,Grocery,Mumbai,380,63452,5,No,2810
2023-02-09,Shoes,Fashion,Bangalore,432,5708,25,No,359
2024-04-19,Headphones,Electronics,Kolkata,385,18229,30,No,4537
2024-08-28,Jeans,Fashion,Pune,219,19023,30,Yes,177
2023-03-14,Laptop,Electronics,Mumbai,310,67077,15,Yes,4965
2023-07-04,Laptop,Electronics,Pune,344,48424,15,No,1155
2023-03-07,Biscuits,Grocery,Chennai,530,14556,25,Yes,143
2023-07-20,Rice,Grocery,Jaipur,412,37926,10,No,4865
2023-09-15,Jeans,Fashion,Delhi,395,61974,25,Yes,4000
2024-10-01,Jeans,Fashion,Lucknow,804,77121,20,Yes,4304
2024-11-17,Wheat,Grocery,Lucknow,978,54048,30,Yes,2411
2024-05-11,Milk,Grocery,Kolkata,446,62317,20,No,766
2023-07-24,Wheat,Grocery,Bangalore,351,9706,10,Yes,4931
2023-11-30,Jeans,Fashion,Hyderabad,757,28585,20,Yes,159
2023-09-09,Laptop,Electronics,Hyderabad,487,72561,15,Yes,2316
2024-04-14,Jeans,Fashion,Lucknow,334,70994,10,No,4099
2024-04-07,Mobile,Electronics,Ahmedabad,823,73142,25,Yes,2721
2023-02-11,Milk,Grocery,Delhi,307,46219,5,Yes,1191
2023-07-28,Tablet,Electronics,Delhi,590,64408,0,Yes,3905
2024-11-25,Jeans,Fashion,Chennai,593,24729,5,No,4047
2023-12-07,Laptop,Electronics,Kolkata,469,48207,30,Yes,3501
2023-04-11,Jacket,Fashion,Pune,373,13690,10,No,899
2023-02-15,Biscuits,Grocery,Kolkata,367,36595,20,Yes,4868
2023-11-29,Jeans,Fashion,Chennai,558,50157,30,No,4785
2023-07-12,Backpack,Accessories,Hyderabad,162,5954,15,No,1463
2024-11-16,Headphones,Electronics,Bangalore,844,3762,15,Yes,2546
2024-06-30,Jeans,Fashion,Lucknow,362,2655,0,No,4778
2023-03-18,Tablet,Electronics,Delhi,979,29141,20,Yes,2953
2023-09-20,Tablet,Electronics,Pune,583,66246,0,Yes,651
2023-11-29,Laptop,Electronics,Hyderabad,838,35418,20,Yes,1690
2023-01-30,T-Shirt,Fashion,Chennai,470,13182,10,Yes,2159
2023-01-04,Wheat,Grocery,Pune,311,69297,5,Yes,2770
2023-10-26,Headphones,Electronics,Mumbai,855,19985,5,No,4087
2024-06-25,Wheat,Grocery,Kolkata,369,29161,10,Yes,433
2024-06-30,Jacket,Fashion,Delhi,241,25754,15,No,1373
2024-05-25,Shoes,Fashion,Jaipur,605,68185,25,Yes,4515
2024-03-07,Oil,Grocery,Mumbai,424,23511,10,Yes,4176
2024-05-09,Milk,Grocery,Pune,270,33670,20,No,4336
2023-06-19,Smart Watch,Electronics,Kolkata,595,28656,5,Yes,2067
2023-07-27,T-Shirt,Fashion,Jaipur,192,65244,15,Yes,2261
2024-10-29,Smart Watch,Electronics,Lucknow,658,7600,25,Yes,3741
2023-04-24,Jacket,Fashion,Mumbai,117,5832,25,No,4711
2023-10-04,Mobile,Electronics,Bangalore,803,25101,5,No,463
2023-03-09,Biscuits,Grocery,Chennai,612,9701,20,No,1333
2024-06-23,Laptop,Electronics,Chennai,702,10005,30,No,2098
2023-10-04,Shoes,Fashion,Ahmedabad,490,16070,30,No,1573
2023-12-27,Tablet,Electronics,Kolkata,964,53302,5,Yes,1394
2023-05-06,Jeans,Fashion,Ahmedabad,121,31797,0,No,2562
2023-02-01,Laptop,Electronics,Chennai,650,66971,30,No,3961
2024-06-07,Shoes,Fashion,Pune,102,34943,10,No,4706
2023-01-23,Jeans,Fashion,Bangalore,466,64113,20,No,3587
2023-11-20,Laptop,Electronics,Delhi,965,51935,20,No,3685
2023-11-30,Jacket,Fashion,Delhi,866,69784,5,Yes,2150
2023-01-14,Tablet,Electronics,Lucknow,791,76468,0,No,3755
2023-12-16,Wheat,Grocery,Pune,634,78356,5,Yes,3901
2024-11-20,Oil,Grocery,Mumbai,544,66380,10,Yes,624
2024-08-24,Tablet,Electronics,Ahmedabad,589,4104,0,Yes,1373
2023-01-03,Mobile,Electronics,Lucknow,373,32194,20,No,964
2023-05-22,Oil,Grocery,Bangalore,208,77893,5,No,3061
2024-04-17,Tablet,Electronics,Hyderabad,728,1145,10,Yes,4956
2024-03-12,Backpack,Accessories,Pune,451,4195,25,No,3767
2023-11-24,Biscuits,Grocery,Kolkata,633,28934,30,No,2467
2023-05-06,Laptop,Electronics,Kolkata,725,40769,15,No,980
2023-01-26,Mobile,Electronics,Pune,622,21775,30,Yes,135
2024-10-12,Jeans,Fashion,Lucknow,726,36112,25,No,1423
2023-04-20,Headphones,Electronics,Mumbai,760,27892,30,Yes,4766
2024-07-19,Jacket,Fashion,Mumbai,395,48691,15,No,2345
2023-10-14,Headphones,Electronics,Hyderabad,922,65507,0,Yes,863
2023-11-28,Wheat,Grocery,Mumbai,853,45328,5,Yes,2665
2024-02-09,Biscuits,Grocery,Mumbai,606,73027,20,Yes,3717
2024-12-08,Shoes,Fashion,Jaipur,405,65936,20,No,4593
2024-07-03,Jacket,Fashion,Mumbai,304,9602,25,No,2277
2024-03-15,Shoes,Fashion,Mumbai,256,21680,20,Yes,992
2024-04-14,T-Shirt,Fashion,Bangalore,377,71047,5,Yes,1279
2023-12-23,T-Shirt,Fashion,Delhi,373,55363,5,Yes,3393
2023-01-03,Oil,Grocery,Hyderabad,489,12006,15,Yes,1885
2024-01-22,T-Shirt,Fashion,Kolkata,237,27419,15,Yes,3380
2023-06-02,T-Shirt,Fashion,Delhi,498,64562,5,No,2355
2024-03-24,Shoes,Fashion,Chennai,148,24831,30,No,4048
2024-02-15,Rice,Grocery,Chennai,381,2703,15,No,4491
2023-06-20,Mobile,Electronics,Bangalore,668,62736,30,Yes,3211
2024-06-30,Biscuits,Grocery,Mumbai,194,32425,30,Yes,4876
2024-09-18,Shoes,Fashion,Jaipur,477,77705,5,Yes,1067
2023-10-10,Backpack,Accessories,Hyderabad,719,75714,15,Yes,1328
2023-06-19,Smart Watch,Electronics,Jaipur,922,16707,0,Yes,3533
2024-10-03,Jacket,Fashion,Jaipur,399,11410,5,No,2178
2024-03-07,Oil,Grocery,Jaipur,326,47095,5,Yes,2824
2023-07-17,Mobile,Electronics,Ahmedabad,636,43208,30,Yes,1646
2023-07-01,Tablet,Electronics,Ahmedabad,544,24533,30,Yes,998
2024-11-29,Wheat,Grocery,Jaipur,521,38912,20,Yes,792
2024-11-20,Mobile,Electronics,Jaipur,432,63411,15,No,2848
2023-11-06,Jeans,Fashion,Delhi,749,56994,25,Yes,2668
2024-11-24,Headphones,Electronics,Lucknow,884,15711,20,Yes,4321
2024-10-09,Jeans,Fashion,Hyderabad,641,27645,10,Yes,4192
2024-11-09,Tablet,Electronics,Hyderabad,1004,60591,5,No,1892
2023-08-19,T-Shirt,Fashion,Hyderabad,557,25167,30,Yes,1394
2023-02-19,Tablet,Electronics,Kolkata,616,76217,5,Yes,2510
2023-11-07,Jeans,Fashion,Bangalore,550,31809,20,No,2589
2024-12-23,Mobile,Electronics,Delhi,797,9680,5,No,3504
2023-11-24,Shoes,Fashion,Chennai,519,75809,10,No,4264
2023-01-21,Laptop,Electronics,Lucknow,576,11076,10,No,976
2023-11-05,Shoes,Fashion,Delhi,564,1446,25,Yes,1902
2024-02-28,Mobile,Electronics,Delhi,628,15160,5,No,856
2023-08-02,Smart Watch,Electronics,Mumbai,701,4333,10,Yes,4627
2023-01-26,Wheat,Grocery,Bangalore,621,7340,5,Yes,3230
2024-09-08,Rice,Grocery,Delhi,316,4774,30,No,2087
2024-03-28,Rice,Grocery,Pune,515,64665,0,Yes,4575
2024-03-20,Biscuits,Grocery,Mumbai,576,40182,0,Yes,2465
2023-03-25,Oil,Grocery,Hyderabad,396,18059,25,Yes,4294
2024-09-06,Biscuits,Grocery,Ahmedabad,475,2586,30,No,2594
2024-08-23,Wheat,Grocery,Kolkata,685,36176,20,Yes,432
2023-04-16,Laptop,Electronics,Ahmedabad,767,29436,25,Yes,371
2023-08-16,Rice,Grocery,Kolkata,611,69861,0,Yes,1952
2024-02-06,Laptop,Electronics,Bangalore,915,73822,0,Yes,2139
2023-02-24,Milk,Grocery,Ahmedabad,193,57317,5,No,1128
2024-10-04,Biscuits,Grocery,Hyderabad,637,38515,15,No,4400
2023-02-04,Mobile,Electronics,Chennai,626,48928,15,No,3651
2024-06-30,Smart Watch,Electronics,Chennai,449,20692,20,Yes,105
2023-01-23,Jeans,Fashion,Jaipur,56,54295,20,No,1456
2023-06-23,Smart Watch,Electronics,Hyderabad,590,34400,25,No,3543
2023-09-15,Jeans,Fashion,Kolkata,268,75809,25,No,1455
2023-03-28,Smart Watch,Electronics,Kolkata,683,77813,20,Yes,2797
2023-11-24,Mobile,Electronics,Pune,877,33953,5,Yes,2959
2024-10-25,Rice,Grocery,Hyderabad,659,47801,0,Yes,2786
2023-12-02,Jeans,Fashion,Pune,495,21955,15,Yes,2690
2024-07-15,Smart Watch,Electronics,Pune,568,73323,25,No,2569
2024-11-27,Shoes,Fashion,Kolkata,805,75433,25,Yes,3212
2024-07-20,Laptop,Electronics,Pune,721,519,0,Yes,3023
2023-04-05,Milk,Grocery,Kolkata,576,22385,10,Yes,2547
2023-08-01,Laptop,Electronics,Chennai,587,27410,25,Yes,122
2023-01-23,Mobile,Electronics,Chennai,896,7747,20,Yes,4953
2024-04-01,Laptop,Electronics,Pune,845,56524,5,Yes,4870
2024-12-24,Milk,Grocery,Pune,462,38299,25,No,3070
2024-01-13,Jeans,Fashion,Pune,408,16198,5,Yes,4517
2023-03-09,T-Shirt,Fashion,Kolkata,117,33797,10,No,711
2023-01-13,Tablet,Electronics,Chennai,319,44615,10,Yes,2974
2024-06-09,Oil,Grocery,Ahmedabad,598,9267,25,Yes,396
2024-07-26,Smart Watch,Electronics,Mumbai,463,30041,30,No,1056
2023-03-20,Mobile,Electronics,Kolkata,396,34093,30,Yes,3980
2023-04-26,Shoes,Fashion,Lucknow,137,54939,0,No,2293
2023-02-14,Jacket,Fashion,Bangalore,89,17157,15,No,1051
2023-03-12,Laptop,Electronics,Hyderabad,769,29033,30,Yes,3785
2024-08-01,Wheat,Grocery,Lucknow,537,16640,15,Yes,2741
2023-07-26,Jeans,Fashion,Ahmedabad,544,67663,30,Yes,1889
2024-09-06,Laptop,Electronics,Delhi,715,57847,0,No,1198
2024-12-12,Wheat,Grocery,Mumbai,622,54932,30,Yes,4216
2023-01-09,Rice,Grocery,Kolkata,459,70785,30,Yes,1416
2023-09-02,Tablet,Electronics,Jaipur,456,77959,20,Yes,4978
2023-03-17,Biscuits,Grocery,Jaipur,572,606,5,Yes,1009
2024-08-11,Shoes,Fashion,Bangalore,147,75056,25,No,1087
2023-05-09,Oil,Grocery,Ahmedabad,612,69461,30,No,4286
2023-05-23,Biscuits,Grocery,Bangalore,358,54474,10,No,2735
2023-11-21,Headphones,Electronics,Chennai,862,22234,10,Yes,2650
2024-01-17,Rice,Grocery,Ahmedabad,450,32514,0,Yes,2926
2024-09-27,Shoes,Fashion,Ahmedabad,130,31549,30,Yes,1792
2024-07-02,Tablet,Electronics,Hyderabad,529,9781,25,Yes,1648
2023-10-22,Backpack,Accessories,Ahmedabad,310,4008,0,No,4582
2024-02-15,T-Shirt,Fashion,Mumbai,354,16886,20,Yes,2221
2023-06-17,Smart Watch,Electronics,Ahmedabad,397,52562,15,Yes,1382
2023-12-12,Jacket,Fashion,Jaipur,677,42646,0,No,1430
2023-12-20,Wheat,Grocery,Pune,1026,72579,25,Yes,3510
2023-04-20,Laptop,Electronics,Pune,665,61342,10,Yes,1564
2024-02-23,Oil,Grocery,Pune,505,19254,30,Yes,846
2023-06-03,T-Shirt,Fashion,Ahmedabad,170,37100,25,No,1386
2023-07-28,Tablet,Electronics,Jaipur,885,11480,0,Yes,3724
2023-08-21,Jacket,Fashion,Kolkata,312,7602,5,No,3597
2023-05-26,Biscuits,Grocery,Lucknow,590,77128,10,Yes,259
2023-12-23,Backpack,Accessories,Hyderabad,333,52232,5,No,2522
2024-12-02,Tablet,Electronics,Chennai,581,17300,20,No,3833
2024-09-25,Rice,Grocery,Bangalore,246,62594,20,No,3591
2023-02-11,Headphones,Electronics,Delhi,630,29389,15,Yes,1180
2023-04-26,Wheat,Grocery,Ahmedabad,360,10493,5,Yes,2832
2023-02-08,Jacket,Fashion,Lucknow,420,71565,15,No,2291
2023-09-11,Oil,Grocery,Hyderabad,191,25654,30,No,4756
2023-05-31,Milk,Grocery,Ahmedabad,570,3957,5,No,1021
2024-08-10,Rice,Grocery,Mumbai,422,5804,25,Yes,1295
2023-10-20,Wheat,Grocery,Bangalore,457,21056,0,Yes,2402
2024-10-06,Mobile,Electronics,Delhi,975,13500,30,No,2309
2023-05-10,Laptop,Electronics,Bangalore,694,21130,5,No,621
2023-09-21,Tablet,Electronics,Chennai,192,55492,15,No,903
2024-03-17,Jacket,Fashion,Jaipur,446,14773,25,Yes,4551
2024-07-31,Biscuits,Grocery,Ahmedabad,620,37486,25,No,2370
2023-04-26,Milk,Grocery,Jaipur,588,42138,5,No,4213
2023-04-08,Milk,Grocery,Bangalore,637,68971,15,Yes,3140
2024-03-06,Laptop,Electronics,Ahmedabad,302,78183,30,Yes,2966
2023-04-29,Milk,Grocery,Delhi,238,70842,5,No,1353
